model,experiment,k,seed,n_train_samples,best_epoch,best_val_macro_f1,test_accuracy,test_macro_f1,test_auc,trainable_params,total_clip_params,lora_rank,lora_alpha,lora_dropout,lora_layers,clip_lora_targets,biomed_lora_targets,head_lr,lora_lr,lr_min,accumulation_steps,use_eval_preprocess_for_train
biomedclip,fewshot_lora,4,1,12,32,0.6831602287314739,0.6736842105263158,0.6629576054300655,0.8286583379433278,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,4,2,12,23,0.7017657192075797,0.6210526315789474,0.6098753059253288,0.8040591513512405,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,4,3,12,52,0.7554713804713805,0.7052631578947368,0.6666950838306337,0.8260551252894053,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,4,4,12,63,0.7434086629001883,0.6842105263157895,0.6805060618059091,0.866605609851046,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,4,5,12,23,0.6684555754323197,0.5894736842105263,0.5744852427288856,0.7567765382014874,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,4,6,12,38,0.6508491508491508,0.6421052631578947,0.6376642964878259,0.8212160653184993,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,4,7,12,33,0.7294846800508822,0.6210526315789474,0.6200818789054083,0.8039246419570963,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,4,8,12,14,0.708757577104916,0.7157894736842105,0.6709482800564395,0.8643041981682954,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,4,9,12,13,0.5015968349301683,0.6,0.48230977925761503,0.7573478189603949,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,4,10,12,51,0.6625166392608253,0.7052631578947368,0.6963036963036963,0.8460561497326203,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,8,1,24,23,0.6215600215600215,0.6421052631578947,0.6218694642966222,0.8296375007683324,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,8,2,24,55,0.7120485307525071,0.6736842105263158,0.6522154745838956,0.8396509209744504,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,8,3,24,45,0.6658993031086055,0.6526315789473685,0.6428571428571429,0.8529293441514537,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,8,4,24,38,0.716444415627454,0.7157894736842105,0.6993476013433249,0.8540302620525745,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,8,5,24,40,0.7200769814785387,0.6421052631578947,0.6371283255086072,0.8147216587784539,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,8,6,24,28,0.711828625065555,0.6,0.5928230719897386,0.8141446923597025,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,8,7,24,39,0.6915026949801936,0.6526315789473685,0.6579211051121164,0.8131240908066465,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,8,8,24,49,0.6815375982042648,0.6631578947368421,0.6572626763248189,0.8276456758251891,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,8,9,24,49,0.6764980801172776,0.7052631578947368,0.7051513275368562,0.8472888622533653,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,8,10,24,64,0.7056787989372258,0.6421052631578947,0.6403346868463148,0.8164634683549491,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,16,1,48,9,0.6949983654789147,0.6842105263157895,0.6721743295019157,0.8333222693466101,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,16,2,48,43,0.7636400088490681,0.6210526315789474,0.6201588685459654,0.7905545311123405,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,16,3,48,26,0.7417027417027416,0.6842105263157895,0.6827962255526171,0.8601961296535331,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,16,4,48,20,0.7820949921658026,0.6842105263157895,0.666393133371062,0.8627044788657363,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,16,5,48,22,0.7414469902274781,0.6631578947368421,0.6623692682100334,0.8286858954658142,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,16,6,48,29,0.7251500272776868,0.6842105263157895,0.663887592459021,0.8781499067756675,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,16,7,48,37,0.7267693042129132,0.7684210526315789,0.7470338262791093,0.8927983178642408,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,16,8,48,66,0.7714664018536909,0.6947368421052632,0.6729068617688472,0.8699074927776754,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,16,9,48,9,0.8010515418982238,0.7157894736842105,0.7105919121368559,0.8586622308275453,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,16,10,48,77,0.7899811720949933,0.7578947368421053,0.7561975209916033,0.9073646710512836,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,32,1,96,43,0.7830194834853645,0.7052631578947368,0.714460542046749,0.8668959370582088,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,32,2,96,51,0.7758574758574758,0.6842105263157895,0.6851939720619495,0.8650117810969737,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,32,3,96,44,0.7433408497775713,0.7157894736842105,0.7225829725829725,0.8709578544061304,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,32,4,96,8,0.7278367084538733,0.631578947368421,0.6401072124756335,0.845771149630176,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,32,5,96,20,0.7566400147045309,0.7263157894736842,0.7305739305739305,0.8675390312864958,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,32,6,96,11,0.8153235653235654,0.7052631578947368,0.7097638741278129,0.8537669801462905,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,32,7,96,21,0.7846593765711413,0.7052631578947368,0.704980154980155,0.8803229045014035,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,32,8,96,36,0.80558764906591,0.7368421052631579,0.7276556776556777,0.8863891449996926,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,32,9,96,7,0.7280900819122955,0.6421052631578947,0.6420217209690894,0.8295593357510193,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
biomedclip,fewshot_lora,32,10,96,34,0.7831978319783198,0.6947368421052632,0.6980023501762632,0.8839241809576496,148995,196050177,8,12,0.1,4,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
